,moderator,id_request,request_time,start_time,finish_time,team,before_1_resp_min,solve_prblm_min,total_requests_by_mod,hour_of_day
15499,186,192619,2020-11-29 21:34:02,2020-11-29 21:38:48,2020-11-29 21:40:04,retail,4.767,1.267,1342,21
17204,186,194977,2020-12-02 12:56:40,2020-12-02 17:47:53,2020-12-02 17:49:13,retail,291.217,1.333,1342,12
17262,186,195109,2020-12-02 14:40:01,2020-12-02 15:04:09,2020-12-02 15:07:13,retail,24.133,3.067,1342,14
17264,186,195112,2020-12-02 14:41:09,2020-12-02 15:07:41,2020-12-02 15:08:59,retail,26.533,1.3,1342,14
17265,186,195113,2020-12-02 14:41:50,2020-12-02 15:09:00,2020-12-02 15:10:17,retail,27.167,1.283,1342,14
17266,186,195115,2020-12-02 14:46:01,2020-12-02 15:10:18,2020-12-02 15:11:59,retail,24.283,1.683,1342,14
17271,186,195122,2020-12-02 14:51:52,2020-12-02 15:44:11,2020-12-02 15:50:05,retail,52.317,5.9,1342,14
17278,186,195134,2020-12-02 14:54:52,2020-12-02 15:12:06,2020-12-02 15:13:53,retail,17.233,1.783,1342,14
17280,186,195138,2020-12-02 14:56:05,2020-12-02 15:13:53,2020-12-02 15:16:33,retail,17.8,2.667,1342,14
17283,186,195142,2020-12-02 14:56:54,2020-12-02 15:16:34,2020-12-02 15:18:50,retail,19.667,2.267,1342,14
17288,186,195147,2020-12-02 14:59:27,2020-12-02 15:19:00,2020-12-02 15:22:52,retail,19.55,3.867,1342,14
17290,186,195158,2020-12-02 15:07:21,2020-12-02 15:50:06,2020-12-02 15:54:41,retail,42.75,4.583,1342,15
17291,186,195160,2020-12-02 15:07:49,2020-12-02 15:22:52,2020-12-02 15:24:18,retail,15.05,1.433,1342,15
17292,186,195162,2020-12-02 15:08:33,2020-12-02 15:54:42,2020-12-02 15:56:18,retail,46.15,1.6,1342,15
17294,186,195165,2020-12-02 15:09:33,2020-12-02 15:24:19,2020-12-02 15:26:40,retail,14.767,2.35,1342,15
17296,186,195168,2020-12-02 15:12:48,2020-12-02 15:56:19,2020-12-02 15:59:13,retail,43.517,2.9,1342,15
17297,186,195169,2020-12-02 15:13:15,2020-12-02 15:26:41,2020-12-02 15:27:57,retail,13.433,1.267,1342,15
17300,186,195173,2020-12-02 15:17:12,2020-12-02 15:27:58,2020-12-02 15:32:25,retail,10.767,4.45,1342,15
17301,186,195174,2020-12-02 15:17:16,2020-12-02 15:59:14,2020-12-02 16:02:23,retail,41.967,3.15,1342,15
17303,186,195177,2020-12-02 15:19:21,2020-12-02 15:32:25,2020-12-02 15:33:13,retail,13.067,0.8,1342,15
17306,186,195180,2020-12-02 15:21:44,2020-12-02 15:33:16,2020-12-02 15:34:55,retail,11.533,1.65,1342,15
17308,186,195182,2020-12-02 15:23:37,2020-12-02 15:34:56,2020-12-02 15:35:22,retail,11.317,0.433,1342,15
17309,186,195183,2020-12-02 15:26:05,2020-12-02 15:35:24,2020-12-02 15:37:03,retail,9.317,1.65,1342,15
17310,186,195184,2020-12-02 15:29:04,2020-12-02 15:37:04,2020-12-02 15:37:50,retail,8.0,0.767,1342,15
17311,186,195185,2020-12-02 15:31:47,2020-12-02 15:37:51,2020-12-02 15:41:01,retail,6.067,3.167,1342,15
17313,186,195190,2020-12-02 15:35:06,2020-12-02 16:02:24,2020-12-02 16:06:47,retail,27.3,4.383,1342,15
17314,186,195193,2020-12-02 15:36:25,2020-12-02 15:41:02,2020-12-02 15:42:03,retail,4.617,1.017,1342,15
17316,186,195204,2020-12-02 15:40:38,2020-12-02 17:18:16,2020-12-02 17:22:25,retail,97.633,4.15,1342,15
17320,186,195210,2020-12-02 15:46:42,2020-12-02 17:22:25,2020-12-02 17:24:01,retail,95.717,1.6,1342,15
17321,186,195211,2020-12-02 15:47:56,2020-12-02 16:06:50,2020-12-02 16:13:04,retail,18.9,6.233,1342,15
17322,186,195213,2020-12-02 15:48:17,2020-12-02 17:24:03,2020-12-02 17:27:35,retail,95.767,3.533,1342,15
17323,186,195215,2020-12-02 15:49:42,2020-12-02 16:13:05,2020-12-02 16:21:46,retail,23.383,8.683,1342,15
17326,186,195222,2020-12-02 15:54:17,2020-12-02 17:27:37,2020-12-02 17:30:32,retail,93.333,2.917,1342,15
17327,186,195228,2020-12-02 15:55:40,2020-12-02 16:39:05,2020-12-02 16:39:55,retail,43.417,0.833,1342,15
17329,186,195233,2020-12-02 15:57:11,2020-12-02 17:30:32,2020-12-02 17:34:19,retail,93.35,3.783,1342,15
17332,186,195238,2020-12-02 15:59:32,2020-12-02 17:34:19,2020-12-02 17:35:04,retail,94.783,0.75,1342,15
17333,186,195239,2020-12-02 15:59:35,2020-12-02 16:39:56,2020-12-02 16:49:02,retail,40.35,9.1,1342,15
17335,186,195244,2020-12-02 16:02:21,2020-12-02 16:34:13,2020-12-02 16:39:04,retail,31.867,4.85,1342,16
17336,186,195245,2020-12-02 16:02:36,2020-12-02 17:35:05,2020-12-02 17:36:57,retail,92.483,1.867,1342,16
17339,186,195249,2020-12-02 16:04:17,2020-12-02 16:52:28,2020-12-02 16:52:38,retail,48.183,0.167,1342,16
17341,186,195252,2020-12-02 16:05:49,2020-12-02 17:36:59,2020-12-02 17:38:31,retail,91.167,1.533,1342,16
17342,186,195253,2020-12-02 16:07:02,2020-12-02 17:44:48,2020-12-02 17:45:20,retail,97.767,0.533,1342,16
17344,186,195263,2020-12-02 16:09:09,2020-12-02 17:45:23,2020-12-02 17:47:52,retail,96.233,2.483,1342,16
17347,186,195269,2020-12-02 16:10:06,2020-12-02 16:49:17,2020-12-02 16:52:28,retail,39.183,3.183,1342,16
17348,186,195272,2020-12-02 16:12:29,2020-12-02 16:52:41,2020-12-02 16:57:48,retail,40.2,5.117,1342,16
17350,186,195276,2020-12-02 16:13:10,2020-12-02 17:56:54,2020-12-02 17:59:28,retail,103.733,2.567,1342,16
17352,186,195279,2020-12-02 16:14:50,2020-12-02 17:55:03,2020-12-02 17:56:52,retail,100.217,1.817,1342,16
17354,186,195284,2020-12-02 16:16:32,2020-12-02 18:03:28,2020-12-02 18:03:39,retail,106.933,0.183,1342,16
17355,186,195285,2020-12-02 16:16:58,2020-12-02 17:13:45,2020-12-02 17:17:53,retail,56.783,4.133,1342,16
17358,186,195289,2020-12-02 16:20:15,2020-12-02 18:03:40,2020-12-02 18:04:30,retail,103.417,0.833,1342,16
17362,186,195305,2020-12-02 16:24:43,2020-12-02 18:04:31,2020-12-02 18:04:48,retail,99.8,0.283,1342,16
17373,186,195365,2020-12-02 16:56:49,2020-12-02 18:04:48,2020-12-02 18:05:19,retail,67.983,0.517,1342,16
17380,186,195379,2020-12-02 17:12:43,2020-12-02 18:05:21,2020-12-02 18:07:10,retail,52.633,1.817,1342,17
17381,186,195380,2020-12-02 17:16:14,2020-12-02 18:07:11,2020-12-02 18:08:04,retail,50.95,0.883,1342,17
17382,186,195381,2020-12-02 17:18:32,2020-12-02 18:08:04,2020-12-02 18:08:56,retail,49.533,0.867,1342,17
17383,186,195383,2020-12-02 17:19:21,2020-12-02 18:08:57,2020-12-02 18:10:36,retail,49.6,1.65,1342,17
17384,186,195384,2020-12-02 17:23:23,2020-12-02 18:10:39,2020-12-02 18:11:48,retail,47.267,1.15,1342,17
17385,186,195386,2020-12-02 17:25:03,2020-12-02 18:11:54,2020-12-02 18:13:59,retail,46.85,2.083,1342,17
17386,186,195390,2020-12-02 17:32:28,2020-12-02 18:13:59,2020-12-02 18:14:11,retail,41.517,0.2,1342,17
17387,186,195391,2020-12-02 17:32:52,2020-12-02 18:14:12,2020-12-02 18:16:11,retail,41.333,1.983,1342,17
17388,186,195392,2020-12-02 17:33:17,2020-12-02 20:07:49,2020-12-02 20:09:57,retail,154.533,2.133,1342,17
17389,186,195394,2020-12-02 17:36:38,2020-12-02 20:09:59,2020-12-02 20:17:03,retail,153.35,7.067,1342,17
17390,186,195396,2020-12-02 17:38:00,2020-12-02 18:16:12,2020-12-02 18:18:08,retail,38.2,1.933,1342,17
17391,186,195397,2020-12-02 17:41:52,2020-12-02 18:18:11,2020-12-02 18:19:25,retail,36.317,1.233,1342,17
17392,186,195398,2020-12-02 17:42:09,2020-12-02 20:17:04,2020-12-02 20:25:20,retail,154.917,8.267,1342,17
17393,186,195400,2020-12-02 17:42:42,2020-12-02 18:19:26,2020-12-02 18:22:33,retail,36.733,3.117,1342,17
17394,186,195401,2020-12-02 17:43:14,2020-12-02 18:22:34,2020-12-02 18:24:41,retail,39.333,2.117,1342,17
17395,186,195403,2020-12-02 17:50:20,2020-12-02 18:24:42,2020-12-02 18:25:50,retail,34.367,1.133,1342,17
17396,186,195405,2020-12-02 17:50:49,2020-12-02 18:25:51,2020-12-02 18:27:38,retail,35.033,1.783,1342,17
17397,186,195408,2020-12-02 17:51:34,2020-12-02 18:27:40,2020-12-02 18:29:31,retail,36.1,1.85,1342,17
17398,186,195410,2020-12-02 17:52:05,2020-12-02 18:29:32,2020-12-02 18:32:26,retail,37.45,2.9,1342,17
17399,186,195416,2020-12-02 17:53:13,2020-12-02 18:32:27,2020-12-02 18:34:12,retail,39.233,1.75,1342,17
17400,186,195419,2020-12-02 17:53:42,2020-12-02 18:34:15,2020-12-02 18:37:22,retail,40.55,3.117,1342,17
17401,186,195421,2020-12-02 17:53:57,2020-12-02 18:40:16,2020-12-02 18:44:10,retail,46.317,3.9,1342,17
17402,186,195422,2020-12-02 17:54:36,2020-12-02 18:37:51,2020-12-02 18:40:14,retail,43.25,2.383,1342,17
17403,186,195423,2020-12-02 17:55:02,2020-12-02 18:44:10,2020-12-02 18:47:12,retail,49.133,3.033,1342,17
17404,186,195424,2020-12-02 17:59:25,2020-12-02 21:28:19,2020-12-02 21:32:15,retail,208.9,3.933,1342,17
17405,186,195425,2020-12-02 18:02:03,2020-12-02 18:47:13,2020-12-02 18:48:49,retail,45.167,1.6,1342,18
17406,186,195426,2020-12-02 18:03:24,2020-12-02 18:48:50,2020-12-02 18:52:10,retail,45.433,3.333,1342,18
17407,186,195427,2020-12-02 18:04:53,2020-12-02 18:58:11,2020-12-02 18:59:51,retail,53.3,1.667,1342,18
17408,186,195428,2020-12-02 18:06:54,2020-12-02 18:59:52,2020-12-02 19:01:56,retail,52.967,2.067,1342,18
17409,186,195429,2020-12-02 18:06:59,2020-12-02 19:01:57,2020-12-02 19:02:11,retail,54.967,0.233,1342,18
17410,186,195430,2020-12-02 18:08:51,2020-12-02 19:02:13,2020-12-02 19:04:48,retail,53.367,2.583,1342,18
17411,186,195431,2020-12-02 18:09:55,2020-12-02 19:25:54,2020-12-02 19:27:24,retail,75.983,1.5,1342,18
17412,186,195432,2020-12-02 18:11:51,2020-12-02 19:09:30,2020-12-02 19:12:03,retail,57.65,2.55,1342,18
17413,186,195433,2020-12-02 18:12:40,2020-12-02 19:27:25,2020-12-02 19:27:57,retail,74.75,0.533,1342,18
17414,186,195434,2020-12-02 18:13:03,2020-12-02 19:12:58,2020-12-02 19:15:18,retail,59.917,2.333,1342,18
17415,186,195436,2020-12-02 18:18:15,2020-12-02 19:27:58,2020-12-02 19:32:43,retail,69.717,4.75,1342,18
17416,186,195438,2020-12-02 18:19:58,2020-12-02 19:51:28,2020-12-02 19:52:15,retail,91.5,0.783,1342,18
17417,186,195439,2020-12-02 18:20:52,2020-12-02 19:35:52,2020-12-02 19:37:08,retail,75.0,1.267,1342,18
17418,186,195440,2020-12-02 18:21:28,2020-12-02 19:37:09,2020-12-02 19:42:20,retail,75.683,5.183,1342,18
17419,186,195441,2020-12-02 18:21:38,2020-12-02 21:04:37,2020-12-02 21:06:18,retail,162.983,1.683,1342,18
17420,186,195442,2020-12-02 18:23:20,2020-12-02 19:42:20,2020-12-02 19:42:21,retail,79.0,0.017,1342,18
17421,186,195443,2020-12-02 18:24:21,2020-12-02 19:42:21,2020-12-02 19:43:25,retail,78.0,1.067,1342,18
17422,186,195444,2020-12-02 18:24:21,2020-12-02 19:55:42,2020-12-02 19:57:14,retail,91.35,1.533,1342,18
17423,186,195445,2020-12-02 18:27:54,2020-12-02 20:27:13,2020-12-02 20:29:39,retail,119.317,2.433,1342,18
17424,186,195448,2020-12-02 18:30:12,2020-12-02 19:49:50,2020-12-02 19:50:12,retail,79.633,0.367,1342,18
17425,186,195454,2020-12-02 18:49:33,2020-12-02 20:29:39,2020-12-02 20:31:27,retail,100.1,1.8,1342,18
17426,186,195455,2020-12-02 18:51:39,2020-12-02 19:50:13,2020-12-02 19:51:27,retail,58.567,1.233,1342,18
17427,186,195457,2020-12-02 18:56:04,2020-12-02 19:54:23,2020-12-02 19:54:26,retail,58.317,0.05,1342,18
17428,186,195458,2020-12-02 18:58:10,2020-12-02 21:06:19,2020-12-02 21:09:40,retail,128.15,3.35,1342,18
17429,186,195459,2020-12-02 18:58:24,2020-12-02 21:09:42,2020-12-02 21:14:20,retail,131.3,4.633,1342,18
17430,186,195461,2020-12-02 19:07:24,2020-12-02 19:54:26,2020-12-02 19:55:40,retail,47.033,1.233,1342,19
17431,186,195463,2020-12-02 19:14:20,2020-12-02 21:22:24,2020-12-02 21:28:18,retail,128.067,5.9,1342,19
17432,186,195465,2020-12-02 19:14:33,2020-12-02 19:59:17,2020-12-02 20:02:16,retail,44.733,2.983,1342,19
17433,186,195467,2020-12-02 19:15:14,2020-12-02 20:02:16,2020-12-02 20:04:33,retail,47.033,2.283,1342,19
17434,186,195468,2020-12-02 19:24:15,2020-12-02 20:04:36,2020-12-02 20:05:26,retail,40.35,0.833,1342,19
17435,186,195469,2020-12-02 19:28:07,2020-12-02 21:32:15,2020-12-02 21:37:28,retail,124.133,5.217,1342,19
17436,186,195470,2020-12-02 19:32:10,2020-12-02 21:56:44,2020-12-02 21:57:41,retail,144.567,0.95,1342,19
17437,186,195471,2020-12-02 19:37:08,2020-12-02 21:57:43,2020-12-02 22:04:01,retail,140.583,6.3,1342,19
17438,186,195473,2020-12-02 19:44:49,2020-12-02 20:05:27,2020-12-02 20:06:30,retail,20.633,1.05,1342,19
17439,186,195474,2020-12-02 19:45:00,2020-12-02 20:06:31,2020-12-02 20:06:42,retail,21.517,0.183,1342,19
17440,186,195475,2020-12-02 19:52:26,2020-12-02 21:37:29,2020-12-02 21:44:54,retail,105.05,7.417,1342,19
17441,186,195479,2020-12-02 19:57:45,2020-12-02 20:06:43,2020-12-02 20:07:17,retail,8.967,0.567,1342,19
17442,186,195480,2020-12-02 19:58:06,2020-12-02 20:07:20,2020-12-02 20:07:44,retail,9.233,0.4,1342,19
17443,186,195482,2020-12-02 20:06:15,2020-12-02 22:06:49,2020-12-02 22:07:38,retail,120.567,0.817,1342,20
17444,186,195483,2020-12-02 20:06:27,2020-12-02 22:07:39,2020-12-02 22:08:01,retail,121.2,0.367,1342,20
17445,186,195484,2020-12-02 20:07:13,2020-12-02 22:08:03,2020-12-02 22:08:54,retail,120.833,0.85,1342,20
17446,186,195486,2020-12-02 20:08:21,2020-12-02 22:08:55,2020-12-02 22:09:33,retail,120.567,0.633,1342,20
17447,186,195487,2020-12-02 20:09:32,2020-12-02 22:09:34,2020-12-02 22:12:35,retail,120.033,3.017,1342,20
17448,186,195488,2020-12-02 20:09:53,2020-12-02 22:12:35,2020-12-02 22:13:20,retail,122.7,0.75,1342,20
17449,186,195490,2020-12-02 20:10:11,2020-12-02 22:13:21,2020-12-02 22:14:19,retail,123.167,0.967,1342,20
