,moderator,id_request,request_time,start_time,finish_time,team,before_1_resp_min,solve_prblm_min,total_requests_by_mod,hour_of_day,date
27892,180,209599,2020-12-18 03:37:43,2020-12-20 19:30:46,2020-12-20 19:33:35,wholesale,3833.05,2.817,1349,3,2020-12-20
27893,180,209600,2020-12-18 03:38:06,2020-12-20 19:33:35,2020-12-20 19:43:22,wholesale,3835.483,9.783,1349,3,2020-12-20
27894,180,209601,2020-12-18 03:39:11,2020-12-20 19:43:22,2020-12-20 19:44:41,wholesale,3844.183,1.317,1349,3,2020-12-20
27895,180,209603,2020-12-18 03:39:37,2020-12-20 19:46:38,2020-12-20 19:47:47,wholesale,3847.017,1.15,1349,3,2020-12-20
27896,180,209604,2020-12-18 03:39:49,2020-12-20 19:47:48,2020-12-20 19:49:58,wholesale,3847.983,2.167,1349,3,2020-12-20
27897,180,209605,2020-12-18 03:41:07,2020-12-20 19:49:59,2020-12-20 19:51:16,wholesale,3848.867,1.283,1349,3,2020-12-20
27898,180,209606,2020-12-18 03:41:19,2020-12-20 19:51:16,2020-12-20 19:56:16,wholesale,3849.95,5.0,1349,3,2020-12-20
27899,180,209607,2020-12-18 03:41:20,2020-12-20 19:56:17,2020-12-20 19:58:21,wholesale,3854.95,2.067,1349,3,2020-12-20
27900,180,209608,2020-12-18 03:41:46,2020-12-20 19:58:22,2020-12-20 19:59:22,wholesale,3856.6,1.0,1349,3,2020-12-20
28574,180,210495,2020-12-19 02:12:59,2020-12-22 14:59:50,2020-12-22 15:02:19,wholesale,5086.85,2.483,1349,2,2020-12-22
28575,180,210497,2020-12-19 02:15:29,2020-12-22 15:02:19,2020-12-22 15:03:16,wholesale,5086.833,0.95,1349,2,2020-12-22
28576,180,210498,2020-12-19 02:16:06,2020-12-22 15:03:17,2020-12-22 15:04:41,wholesale,5087.183,1.4,1349,2,2020-12-22
28577,180,210499,2020-12-19 02:16:42,2020-12-22 15:04:42,2020-12-22 15:05:47,wholesale,5088.0,1.083,1349,2,2020-12-22
28578,180,210501,2020-12-19 02:17:42,2020-12-22 15:05:48,2020-12-22 15:07:00,wholesale,5088.1,1.2,1349,2,2020-12-22
28579,180,210502,2020-12-19 02:20:15,2020-12-22 15:07:01,2020-12-22 15:07:55,wholesale,5086.767,0.9,1349,2,2020-12-22
28580,180,210503,2020-12-19 02:23:39,2020-12-22 15:07:56,2020-12-22 15:08:56,wholesale,5084.283,1.0,1349,2,2020-12-22
28581,180,210504,2020-12-19 02:24:57,2020-12-22 15:08:57,2020-12-22 15:10:05,wholesale,5084.0,1.133,1349,2,2020-12-22
28583,180,210508,2020-12-19 02:45:48,2020-12-22 15:10:06,2020-12-22 15:14:20,wholesale,5064.3,4.233,1349,2,2020-12-22
28585,180,210510,2020-12-19 02:51:15,2020-12-22 15:14:22,2020-12-22 15:16:50,wholesale,5063.117,2.467,1349,2,2020-12-22
28587,180,210512,2020-12-19 02:53:59,2020-12-22 15:16:51,2020-12-22 15:19:36,wholesale,5062.867,2.75,1349,2,2020-12-22
28589,180,210514,2020-12-19 02:56:17,2020-12-22 15:19:37,2020-12-22 15:22:43,wholesale,5063.333,3.1,1349,2,2020-12-22
28591,180,210518,2020-12-19 02:59:14,2020-12-22 15:22:45,2020-12-22 15:33:19,wholesale,5063.517,10.567,1349,2,2020-12-22
28592,180,210521,2020-12-19 03:04:48,2020-12-22 15:33:21,2020-12-22 15:34:30,wholesale,5068.55,1.15,1349,3,2020-12-22
28593,180,210522,2020-12-19 03:05:35,2020-12-22 15:34:31,2020-12-22 15:36:22,wholesale,5068.933,1.85,1349,3,2020-12-22
28595,180,210525,2020-12-19 03:07:07,2020-12-22 15:36:23,2020-12-22 15:37:46,wholesale,5069.267,1.383,1349,3,2020-12-22
28596,180,210526,2020-12-19 03:09:57,2020-12-22 15:37:47,2020-12-22 15:38:38,wholesale,5067.833,0.85,1349,3,2020-12-22
28597,180,210527,2020-12-19 03:10:08,2020-12-22 15:38:39,2020-12-22 15:39:38,wholesale,5068.517,0.983,1349,3,2020-12-22
28598,180,210528,2020-12-19 03:13:02,2020-12-22 15:39:41,2020-12-22 15:41:19,wholesale,5066.65,1.633,1349,3,2020-12-22
28599,180,210531,2020-12-19 03:15:30,2020-12-22 15:41:19,2020-12-22 15:41:58,wholesale,5065.817,0.65,1349,3,2020-12-22
28600,180,210532,2020-12-19 03:15:48,2020-12-22 15:42:00,2020-12-22 15:44:56,wholesale,5066.2,2.933,1349,3,2020-12-22
28601,180,210534,2020-12-19 03:19:19,2020-12-22 15:46:04,2020-12-22 15:51:21,wholesale,5066.75,5.283,1349,3,2020-12-22
28603,180,210536,2020-12-19 03:21:36,2020-12-22 15:51:21,2020-12-22 15:56:06,wholesale,5069.75,4.75,1349,3,2020-12-22
28606,180,210539,2020-12-19 03:23:37,2020-12-22 15:56:07,2020-12-22 15:57:03,wholesale,5072.5,0.933,1349,3,2020-12-22
28607,180,210540,2020-12-19 03:24:03,2020-12-22 15:57:04,2020-12-22 15:58:03,wholesale,5073.017,0.983,1349,3,2020-12-22
28608,180,210541,2020-12-19 03:24:28,2020-12-22 15:58:04,2020-12-22 16:02:18,wholesale,5073.6,4.233,1349,3,2020-12-22
28609,180,210543,2020-12-19 03:25:08,2020-12-22 16:02:18,2020-12-22 16:03:21,wholesale,5077.167,1.05,1349,3,2020-12-22
28610,180,210545,2020-12-19 03:26:17,2020-12-22 16:03:22,2020-12-22 16:04:39,wholesale,5077.083,1.283,1349,3,2020-12-22
28613,180,210548,2020-12-19 03:30:28,2020-12-22 16:04:40,2020-12-22 16:07:38,wholesale,5074.2,2.967,1349,3,2020-12-22
28614,180,210549,2020-12-19 03:31:20,2020-12-22 16:07:40,2020-12-22 16:09:41,wholesale,5076.333,2.017,1349,3,2020-12-22
28616,180,210551,2020-12-19 03:32:26,2020-12-22 16:09:42,2020-12-22 16:12:37,wholesale,5077.267,2.917,1349,3,2020-12-22
28618,180,210557,2020-12-19 03:35:35,2020-12-22 16:13:39,2020-12-22 16:14:19,wholesale,5078.067,0.667,1349,3,2020-12-22
28619,180,210558,2020-12-19 03:35:59,2020-12-22 16:14:20,2020-12-22 16:15:28,wholesale,5078.35,1.133,1349,3,2020-12-22
28620,180,210559,2020-12-19 03:36:26,2020-12-22 16:15:29,2020-12-22 16:16:25,wholesale,5079.05,0.933,1349,3,2020-12-22
28621,180,210560,2020-12-19 03:36:59,2020-12-22 16:16:26,2020-12-22 16:22:11,wholesale,5079.45,5.75,1349,3,2020-12-22
28624,180,210563,2020-12-19 03:37:34,2020-12-22 16:22:11,2020-12-22 16:24:01,wholesale,5084.617,1.833,1349,3,2020-12-22
28626,180,210565,2020-12-19 03:38:39,2020-12-22 16:24:03,2020-12-22 16:25:32,wholesale,5085.4,1.483,1349,3,2020-12-22
28628,180,210567,2020-12-19 03:39:54,2020-12-22 16:25:33,2020-12-22 16:28:08,wholesale,5085.65,2.583,1349,3,2020-12-22
28630,180,210569,2020-12-19 03:40:41,2020-12-22 16:28:09,2020-12-22 16:32:07,wholesale,5087.467,3.967,1349,3,2020-12-22
28631,180,210571,2020-12-19 03:41:37,2020-12-22 16:32:08,2020-12-22 16:32:22,wholesale,5090.517,0.233,1349,3,2020-12-22
28632,180,210574,2020-12-19 03:42:36,2020-12-22 16:32:23,2020-12-22 16:34:57,wholesale,5089.783,2.567,1349,3,2020-12-22
28634,180,210576,2020-12-19 03:43:26,2020-12-22 16:34:58,2020-12-22 16:35:45,wholesale,5091.533,0.783,1349,3,2020-12-22
28636,180,210578,2020-12-19 03:44:08,2020-12-22 16:35:46,2020-12-22 16:38:34,wholesale,5091.633,2.8,1349,3,2020-12-22
28638,180,210580,2020-12-19 03:45:14,2020-12-22 16:38:35,2020-12-22 16:41:33,wholesale,5093.35,2.967,1349,3,2020-12-22
28640,180,210583,2020-12-19 03:46:32,2020-12-22 16:41:33,2020-12-22 16:42:30,wholesale,5095.017,0.95,1349,3,2020-12-22
28641,180,210585,2020-12-19 03:49:17,2020-12-22 16:42:31,2020-12-22 16:46:54,wholesale,5093.233,4.383,1349,3,2020-12-22
28644,180,210588,2020-12-19 03:52:17,2020-12-22 16:46:55,2020-12-22 16:48:07,wholesale,5094.633,1.2,1349,3,2020-12-22
28645,180,210589,2020-12-19 03:53:24,2020-12-22 16:48:09,2020-12-22 16:52:28,wholesale,5094.75,4.317,1349,3,2020-12-22
28646,180,210591,2020-12-19 03:54:20,2020-12-22 16:52:28,2020-12-22 16:52:32,wholesale,5098.133,0.067,1349,3,2020-12-22
28647,180,210593,2020-12-19 03:55:12,2020-12-22 16:52:32,2020-12-22 16:56:05,wholesale,5097.333,3.55,1349,3,2020-12-22
28649,180,210595,2020-12-19 03:55:33,2020-12-22 16:56:07,2020-12-22 16:58:32,wholesale,5100.567,2.417,1349,3,2020-12-22
28650,180,210596,2020-12-19 03:55:53,2020-12-22 16:58:34,2020-12-22 17:03:45,wholesale,5102.683,5.183,1349,3,2020-12-22
28651,180,210597,2020-12-19 03:56:19,2020-12-22 17:03:47,2020-12-22 17:06:27,wholesale,5107.467,2.667,1349,3,2020-12-22
28652,180,210598,2020-12-19 03:56:33,2020-12-22 17:06:28,2020-12-22 17:07:41,wholesale,5109.917,1.217,1349,3,2020-12-22
28653,180,210599,2020-12-19 03:57:37,2020-12-22 17:07:42,2020-12-22 17:08:02,wholesale,5110.083,0.333,1349,3,2020-12-22
28654,180,210600,2020-12-19 03:58:38,2020-12-22 17:08:04,2020-12-22 17:12:23,wholesale,5109.433,4.317,1349,3,2020-12-22
28657,180,210604,2020-12-19 04:01:04,2020-12-22 17:12:23,2020-12-22 17:14:17,wholesale,5111.317,1.9,1349,4,2020-12-22
28659,180,210606,2020-12-19 04:03:23,2020-12-22 17:14:18,2020-12-22 17:15:03,wholesale,5110.917,0.75,1349,4,2020-12-22
28660,180,210607,2020-12-19 04:03:29,2020-12-22 17:15:05,2020-12-22 17:16:23,wholesale,5111.6,1.3,1349,4,2020-12-22
28662,180,210609,2020-12-19 04:04:33,2020-12-22 17:16:24,2020-12-22 17:17:19,wholesale,5111.85,0.917,1349,4,2020-12-22
28664,180,210611,2020-12-19 04:06:41,2020-12-22 17:17:21,2020-12-22 17:18:09,wholesale,5110.667,0.8,1349,4,2020-12-22
28665,180,210612,2020-12-19 04:08:20,2020-12-22 17:18:11,2020-12-22 17:21:27,wholesale,5109.85,3.267,1349,4,2020-12-22
28667,180,210614,2020-12-19 04:10:28,2020-12-22 17:21:27,2020-12-22 17:21:46,wholesale,5110.983,0.317,1349,4,2020-12-22
28669,180,210616,2020-12-19 04:11:36,2020-12-22 17:21:47,2020-12-22 17:22:21,wholesale,5110.183,0.567,1349,4,2020-12-22
28670,180,210617,2020-12-19 04:12:23,2020-12-22 17:22:22,2020-12-22 17:24:34,wholesale,5109.983,2.2,1349,4,2020-12-22
28671,180,210618,2020-12-19 04:12:52,2020-12-22 17:24:35,2020-12-22 17:25:04,wholesale,5111.717,0.483,1349,4,2020-12-22
28673,180,210620,2020-12-19 04:14:14,2020-12-22 17:25:05,2020-12-22 17:25:58,wholesale,5110.85,0.883,1349,4,2020-12-22
28674,180,210621,2020-12-19 04:20:07,2020-12-22 17:25:59,2020-12-22 17:26:47,wholesale,5105.867,0.8,1349,4,2020-12-22
28675,180,210625,2020-12-19 04:43:28,2020-12-22 17:26:48,2020-12-22 17:30:07,wholesale,5083.333,3.317,1349,4,2020-12-22
28681,180,210635,2020-12-19 05:16:41,2020-12-22 17:30:09,2020-12-22 17:32:00,wholesale,5053.467,1.85,1349,5,2020-12-22
28683,180,210639,2020-12-19 05:19:58,2020-12-22 17:32:00,2020-12-22 17:33:10,wholesale,5052.033,1.167,1349,5,2020-12-22
28685,180,210641,2020-12-19 05:23:04,2020-12-22 17:33:11,2020-12-22 17:34:12,wholesale,5050.117,1.017,1349,5,2020-12-22
28686,180,210642,2020-12-19 05:25:36,2020-12-22 17:34:13,2020-12-22 17:35:52,wholesale,5048.617,1.65,1349,5,2020-12-22
28689,180,210651,2020-12-19 05:48:26,2020-12-22 17:35:53,2020-12-22 17:36:33,wholesale,5027.45,0.667,1349,5,2020-12-22
28690,180,210653,2020-12-19 05:51:13,2020-12-22 17:36:34,2020-12-22 17:37:19,wholesale,5025.35,0.75,1349,5,2020-12-22
28693,180,210656,2020-12-19 05:54:12,2020-12-22 17:37:20,2020-12-22 17:40:06,wholesale,5023.133,2.767,1349,5,2020-12-22
28696,180,210660,2020-12-19 06:01:31,2020-12-22 17:40:07,2020-12-22 17:41:58,wholesale,5018.6,1.85,1349,6,2020-12-22
28700,180,210669,2020-12-19 06:22:23,2020-12-22 17:41:58,2020-12-22 17:42:23,wholesale,4999.583,0.417,1349,6,2020-12-22
28703,180,210673,2020-12-19 06:27:23,2020-12-22 17:42:24,2020-12-22 17:42:56,wholesale,4995.017,0.533,1349,6,2020-12-22
28705,180,210676,2020-12-19 06:38:00,2020-12-22 17:42:57,2020-12-22 17:46:59,wholesale,4984.95,4.033,1349,6,2020-12-22
28708,180,210681,2020-12-19 06:45:32,2020-12-22 17:47:00,2020-12-22 17:48:28,wholesale,4981.467,1.467,1349,6,2020-12-22
28710,180,210684,2020-12-19 06:47:37,2020-12-22 17:48:29,2020-12-22 17:49:29,wholesale,4980.867,1.0,1349,6,2020-12-22
28712,180,210686,2020-12-19 06:52:11,2020-12-22 17:49:30,2020-12-22 17:52:00,wholesale,4977.317,2.5,1349,6,2020-12-22
28718,180,210699,2020-12-19 07:05:39,2020-12-22 17:56:53,2020-12-22 17:58:09,wholesale,4971.233,1.267,1349,7,2020-12-22
28720,180,210701,2020-12-19 07:07:38,2020-12-22 17:58:11,2020-12-22 18:02:55,wholesale,4970.55,4.733,1349,7,2020-12-22
28727,180,210711,2020-12-19 07:09:59,2020-12-22 18:02:56,2020-12-22 18:04:07,wholesale,4972.95,1.183,1349,7,2020-12-22
28733,180,210718,2020-12-19 07:11:36,2020-12-22 18:04:19,2020-12-22 18:08:02,wholesale,4972.717,3.717,1349,7,2020-12-22
28737,180,210722,2020-12-19 07:13:06,2020-12-22 18:08:03,2020-12-22 18:09:04,wholesale,4974.95,1.017,1349,7,2020-12-22
28739,180,210727,2020-12-19 07:15:02,2020-12-22 18:09:05,2020-12-22 18:10:17,wholesale,4974.05,1.2,1349,7,2020-12-22
28740,180,210728,2020-12-19 07:15:09,2020-12-22 18:10:18,2020-12-22 18:13:25,wholesale,4975.15,3.117,1349,7,2020-12-22
28744,180,210732,2020-12-19 07:17:34,2020-12-22 18:13:26,2020-12-22 18:14:16,wholesale,4975.867,0.833,1349,7,2020-12-22
28747,180,210735,2020-12-19 07:17:54,2020-12-22 18:14:17,2020-12-22 18:15:27,wholesale,4976.383,1.167,1349,7,2020-12-22
28749,180,210738,2020-12-19 07:18:39,2020-12-22 18:15:28,2020-12-22 18:15:39,wholesale,4976.817,0.183,1349,7,2020-12-22
28750,180,210739,2020-12-19 07:19:41,2020-12-22 18:15:40,2020-12-22 18:18:17,wholesale,4975.983,2.617,1349,7,2020-12-22
28752,180,210741,2020-12-19 07:20:02,2020-12-22 18:18:18,2020-12-22 18:19:30,wholesale,4978.267,1.2,1349,7,2020-12-22
28755,180,210744,2020-12-19 07:21:03,2020-12-22 18:19:31,2020-12-22 18:23:34,wholesale,4978.467,4.05,1349,7,2020-12-22
28759,180,210748,2020-12-19 07:21:56,2020-12-22 18:23:35,2020-12-22 18:28:50,wholesale,4981.65,5.25,1349,7,2020-12-22
28732,180,210717,2020-12-19 07:11:27,2020-12-22 18:28:51,2020-12-22 18:32:17,wholesale,4997.4,3.433,1349,7,2020-12-22
28760,180,210750,2020-12-19 07:22:58,2020-12-22 18:32:17,2020-12-22 18:32:19,wholesale,4989.317,0.033,1349,7,2020-12-22
28761,180,210752,2020-12-19 07:23:44,2020-12-22 18:32:19,2020-12-22 18:33:09,wholesale,4988.583,0.833,1349,7,2020-12-22
28762,180,210753,2020-12-19 07:24:20,2020-12-22 18:33:10,2020-12-22 18:33:52,wholesale,4988.833,0.7,1349,7,2020-12-22
28763,180,210754,2020-12-19 07:24:42,2020-12-22 18:33:53,2020-12-22 18:35:17,wholesale,4989.183,1.4,1349,7,2020-12-22
28764,180,210755,2020-12-19 07:25:27,2020-12-22 18:35:18,2020-12-22 18:36:28,wholesale,4989.85,1.167,1349,7,2020-12-22
28765,180,210756,2020-12-19 07:27:44,2020-12-22 18:36:29,2020-12-22 18:37:23,wholesale,4988.75,0.9,1349,7,2020-12-22
28766,180,210757,2020-12-19 07:28:45,2020-12-22 18:37:24,2020-12-22 18:42:08,wholesale,4988.65,4.733,1349,7,2020-12-22
28769,180,210760,2020-12-19 07:33:22,2020-12-22 18:42:08,2020-12-22 18:42:19,wholesale,4988.767,0.183,1349,7,2020-12-22
28770,180,210761,2020-12-19 07:33:58,2020-12-22 18:42:20,2020-12-22 18:43:42,wholesale,4988.367,1.367,1349,7,2020-12-22
28771,180,210762,2020-12-19 07:35:13,2020-12-22 18:43:43,2020-12-22 18:44:55,wholesale,4988.5,1.2,1349,7,2020-12-22
28772,180,210763,2020-12-19 07:35:52,2020-12-22 18:44:57,2020-12-22 18:48:12,wholesale,4989.083,3.25,1349,7,2020-12-22
28774,180,210766,2020-12-19 07:37:24,2020-12-22 18:48:12,2020-12-22 18:51:39,wholesale,4990.8,3.45,1349,7,2020-12-22
28777,180,210769,2020-12-19 07:38:22,2020-12-22 18:51:39,2020-12-22 18:53:27,wholesale,4993.283,1.8,1349,7,2020-12-22
28778,180,210770,2020-12-19 07:38:53,2020-12-22 18:53:29,2020-12-22 18:55:45,wholesale,4994.6,2.267,1349,7,2020-12-22
28781,180,210773,2020-12-19 07:40:35,2020-12-22 18:55:46,2020-12-22 18:57:16,wholesale,4995.183,1.5,1349,7,2020-12-22
28782,180,210774,2020-12-19 07:40:50,2020-12-22 18:57:17,2020-12-22 19:02:28,wholesale,4996.45,5.183,1349,7,2020-12-22
29098,180,211141,2020-12-19 10:48:35,2020-12-23 15:02:11,2020-12-23 15:03:23,wholesale,6013.6,1.2,1349,10,2020-12-23
29100,180,211143,2020-12-19 10:50:22,2020-12-23 15:03:23,2020-12-23 15:05:44,wholesale,6013.017,2.35,1349,10,2020-12-23
29094,180,211137,2020-12-19 10:46:13,2020-12-23 15:05:45,2020-12-23 15:08:32,wholesale,6019.533,2.783,1349,10,2020-12-23
29096,180,211139,2020-12-19 10:47:37,2020-12-23 15:08:33,2020-12-23 15:10:24,wholesale,6020.933,1.85,1349,10,2020-12-23
29103,180,211146,2020-12-19 10:51:22,2020-12-23 15:10:25,2020-12-23 15:17:40,wholesale,6019.05,7.25,1349,10,2020-12-23
29106,180,211149,2020-12-19 10:53:12,2020-12-23 15:17:41,2020-12-23 15:20:03,wholesale,6024.483,2.367,1349,10,2020-12-23
29107,180,211150,2020-12-19 10:53:30,2020-12-23 15:20:04,2020-12-23 15:21:25,wholesale,6026.567,1.35,1349,10,2020-12-23
29104,180,211147,2020-12-19 10:52:10,2020-12-23 15:21:26,2020-12-23 15:23:40,wholesale,6029.267,2.233,1349,10,2020-12-23
29108,180,211151,2020-12-19 10:53:38,2020-12-23 15:23:42,2020-12-23 15:24:46,wholesale,6030.067,1.067,1349,10,2020-12-23
29109,180,211152,2020-12-19 10:57:45,2020-12-23 15:24:48,2020-12-23 15:26:16,wholesale,6027.05,1.467,1349,10,2020-12-23
29097,180,211140,2020-12-19 10:47:37,2020-12-23 15:26:17,2020-12-23 15:28:58,wholesale,6038.667,2.683,1349,10,2020-12-23
29110,180,211153,2020-12-19 10:58:32,2020-12-23 15:28:59,2020-12-23 15:35:20,wholesale,6030.45,6.35,1349,10,2020-12-23
29114,180,211157,2020-12-19 10:59:19,2020-12-23 15:35:22,2020-12-23 15:38:48,wholesale,6036.05,3.433,1349,10,2020-12-23
29115,180,211158,2020-12-19 11:00:47,2020-12-23 15:38:50,2020-12-23 15:39:14,wholesale,6038.05,0.4,1349,11,2020-12-23
29116,180,211159,2020-12-19 11:01:11,2020-12-23 15:39:15,2020-12-23 15:40:33,wholesale,6038.067,1.3,1349,11,2020-12-23
29118,180,211161,2020-12-19 11:02:36,2020-12-23 15:40:34,2020-12-23 15:43:25,wholesale,6037.967,2.85,1349,11,2020-12-23
29119,180,211162,2020-12-19 11:03:12,2020-12-23 15:43:26,2020-12-23 15:43:58,wholesale,6040.233,0.533,1349,11,2020-12-23
29121,180,211164,2020-12-19 11:03:33,2020-12-23 15:43:59,2020-12-23 15:50:29,wholesale,6040.433,6.5,1349,11,2020-12-23
29112,180,211155,2020-12-19 10:59:11,2020-12-23 15:50:30,2020-12-23 15:54:18,wholesale,6051.317,3.8,1349,10,2020-12-23
29122,180,211165,2020-12-19 11:04:58,2020-12-23 15:54:18,2020-12-23 15:54:19,wholesale,6049.333,0.017,1349,11,2020-12-23
29123,180,211166,2020-12-19 11:05:35,2020-12-23 15:54:19,2020-12-23 15:56:27,wholesale,6048.733,2.133,1349,11,2020-12-23
29124,180,211168,2020-12-19 11:06:45,2020-12-23 15:56:29,2020-12-23 15:59:02,wholesale,6049.733,2.55,1349,11,2020-12-23
29125,180,211169,2020-12-19 11:07:31,2020-12-23 15:59:02,2020-12-23 16:01:24,wholesale,6051.517,2.367,1349,11,2020-12-23
29127,180,211171,2020-12-19 11:08:11,2020-12-23 16:01:26,2020-12-23 16:03:33,wholesale,6053.25,2.117,1349,11,2020-12-23
29131,180,211177,2020-12-19 11:17:06,2020-12-23 16:03:33,2020-12-23 16:03:44,wholesale,6046.45,0.183,1349,11,2020-12-23
29132,180,211178,2020-12-19 11:19:05,2020-12-23 16:03:45,2020-12-23 16:08:35,wholesale,6044.667,4.833,1349,11,2020-12-23
29134,180,211180,2020-12-19 11:19:43,2020-12-23 16:08:36,2020-12-23 16:09:15,wholesale,6048.883,0.65,1349,11,2020-12-23
29136,180,211182,2020-12-19 11:20:38,2020-12-23 16:09:16,2020-12-23 16:14:03,wholesale,6048.633,4.783,1349,11,2020-12-23
29137,180,211183,2020-12-19 11:21:28,2020-12-23 16:14:04,2020-12-23 16:17:40,wholesale,6052.6,3.6,1349,11,2020-12-23
29139,180,211185,2020-12-19 11:22:09,2020-12-23 16:17:41,2020-12-23 16:19:58,wholesale,6055.533,2.283,1349,11,2020-12-23
29140,180,211187,2020-12-19 11:23:30,2020-12-23 16:21:37,2020-12-23 16:24:11,wholesale,6058.117,2.567,1349,11,2020-12-23
29142,180,211189,2020-12-19 11:26:01,2020-12-23 16:24:11,2020-12-23 16:26:39,wholesale,6058.167,2.467,1349,11,2020-12-23
29143,180,211190,2020-12-19 11:27:11,2020-12-23 16:26:40,2020-12-23 16:30:36,wholesale,6059.483,3.933,1349,11,2020-12-23
29135,180,211181,2020-12-19 11:20:16,2020-12-23 16:30:38,2020-12-23 16:34:01,wholesale,6070.367,3.383,1349,11,2020-12-23
29144,180,211191,2020-12-19 11:27:52,2020-12-23 16:34:01,2020-12-23 16:36:59,wholesale,6066.15,2.967,1349,11,2020-12-23
29146,180,211193,2020-12-19 11:28:15,2020-12-23 16:37:00,2020-12-23 16:37:58,wholesale,6068.75,0.967,1349,11,2020-12-23
29147,180,211194,2020-12-19 11:28:32,2020-12-23 16:37:59,2020-12-23 16:41:48,wholesale,6069.45,3.817,1349,11,2020-12-23
29148,180,211196,2020-12-19 11:29:22,2020-12-23 16:41:50,2020-12-23 16:45:35,wholesale,6072.467,3.75,1349,11,2020-12-23
29149,180,211197,2020-12-19 11:30:05,2020-12-23 16:45:37,2020-12-23 16:48:32,wholesale,6075.533,2.917,1349,11,2020-12-23
29152,180,211200,2020-12-19 11:31:38,2020-12-23 16:48:33,2020-12-23 16:51:37,wholesale,6076.917,3.067,1349,11,2020-12-23
29154,180,211203,2020-12-19 11:38:01,2020-12-23 16:54:37,2020-12-23 16:54:39,wholesale,6076.6,0.033,1349,11,2020-12-23
29155,180,211205,2020-12-19 11:38:14,2020-12-23 16:54:39,2020-12-23 16:54:57,wholesale,6076.417,0.3,1349,11,2020-12-23
29156,180,211206,2020-12-19 11:38:39,2020-12-23 16:55:00,2020-12-23 16:59:00,wholesale,6076.35,4.0,1349,11,2020-12-23
29157,180,211207,2020-12-19 11:38:41,2020-12-23 16:59:01,2020-12-23 17:04:21,wholesale,6080.333,5.333,1349,11,2020-12-23
29158,180,211208,2020-12-19 11:39:00,2020-12-23 17:04:21,2020-12-23 17:07:59,wholesale,6085.35,3.633,1349,11,2020-12-23
29159,180,211209,2020-12-19 11:39:59,2020-12-23 17:08:00,2020-12-23 17:11:29,wholesale,6088.017,3.483,1349,11,2020-12-23
29161,180,211211,2020-12-19 11:40:57,2020-12-23 17:11:51,2020-12-23 17:14:38,wholesale,6090.9,2.783,1349,11,2020-12-23
29162,180,211212,2020-12-19 11:41:39,2020-12-23 17:14:39,2020-12-23 17:17:29,wholesale,6093.0,2.833,1349,11,2020-12-23
29153,180,211202,2020-12-19 11:37:41,2020-12-23 17:17:31,2020-12-23 17:18:31,wholesale,6099.833,1.0,1349,11,2020-12-23
29160,180,211210,2020-12-19 11:40:13,2020-12-23 17:18:32,2020-12-23 17:23:47,wholesale,6098.317,5.25,1349,11,2020-12-23
29163,180,211213,2020-12-19 11:42:05,2020-12-23 17:23:47,2020-12-23 17:25:58,wholesale,6101.7,2.183,1349,11,2020-12-23
29165,180,211215,2020-12-19 11:42:14,2020-12-23 17:25:59,2020-12-23 17:26:49,wholesale,6103.75,0.833,1349,11,2020-12-23
29166,180,211216,2020-12-19 11:42:40,2020-12-23 17:26:50,2020-12-23 17:30:57,wholesale,6104.167,4.117,1349,11,2020-12-23
29168,180,211218,2020-12-19 11:43:34,2020-12-23 17:30:59,2020-12-23 17:35:24,wholesale,6107.417,4.417,1349,11,2020-12-23
29169,180,211219,2020-12-19 11:45:06,2020-12-23 17:35:26,2020-12-23 17:36:29,wholesale,6110.333,1.05,1349,11,2020-12-23
29170,180,211220,2020-12-19 11:45:12,2020-12-23 17:36:31,2020-12-23 17:37:21,wholesale,6111.317,0.833,1349,11,2020-12-23
29171,180,211221,2020-12-19 11:45:57,2020-12-23 17:37:23,2020-12-23 17:38:13,wholesale,6111.433,0.833,1349,11,2020-12-23
29172,180,211222,2020-12-19 11:46:51,2020-12-23 17:38:14,2020-12-23 17:41:52,wholesale,6111.383,3.633,1349,11,2020-12-23
29173,180,211223,2020-12-19 11:47:16,2020-12-23 17:41:53,2020-12-23 17:45:12,wholesale,6114.617,3.317,1349,11,2020-12-23
29174,180,211224,2020-12-19 11:47:28,2020-12-23 17:45:13,2020-12-23 17:48:53,wholesale,6117.75,3.667,1349,11,2020-12-23
29176,180,211226,2020-12-19 11:48:12,2020-12-23 17:48:55,2020-12-23 17:49:55,wholesale,6120.717,1.0,1349,11,2020-12-23
29179,180,211229,2020-12-19 11:49:24,2020-12-23 17:49:56,2020-12-23 17:53:49,wholesale,6120.533,3.883,1349,11,2020-12-23
29180,180,211230,2020-12-19 11:50:14,2020-12-23 17:53:49,2020-12-23 17:56:33,wholesale,6123.583,2.733,1349,11,2020-12-23
29183,180,211235,2020-12-19 11:54:44,2020-12-23 17:57:50,2020-12-23 17:58:50,wholesale,6123.1,1.0,1349,11,2020-12-23
29185,180,211238,2020-12-19 11:58:15,2020-12-23 17:58:51,2020-12-23 18:00:55,wholesale,6120.6,2.067,1349,11,2020-12-23
29186,180,211239,2020-12-19 11:58:39,2020-12-23 18:00:57,2020-12-23 18:01:56,wholesale,6122.3,0.983,1349,11,2020-12-23
29187,180,211240,2020-12-19 12:02:29,2020-12-23 18:01:57,2020-12-23 18:03:44,wholesale,6119.467,1.783,1349,12,2020-12-23
